Y,Year,Month,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORT,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVE,EFFECT,EFFD
D,1979,8,8/26/1979,13700,10,0,428,109,1610,2147,15857,197,6340,4532,0,11069,3450,0,0,3450,6104,-5061,6640,1338,0.69,92,14247,91
D,1979,8,8/27/1979,13300,10,0,483,91,1730,2304,15614,202,6257,4477,0,10936,3450,0,0,3450,5986,-4888,6358,1228,0.69,92,13884,91
D,1979,8,8/28/1979,12900,10,0,485,101,1540,2126,15036,204,6151,4541,0,10896,3400,0,0,3400,5869,-5111,6089,740,0.71,95,13496,95
D,1979,8,8/29/1979,12800,10,0,474,94,1570,2138,14948,204,6050,4485,0,10739,3350,0,0,3350,5840,-4938,6032,859,0.7,94,13378,94
D,1979,8,8/30/1979,12800,13,0,464,115,1640,2219,15032,203,6000,4432,0,10635,3300,0,0,3300,5840,-4721,6049,1097,0.69,93,13392,92
D,1979,8,8/31/1979,13100,13,0,437,127,1590,2154,15267,202,5750,4257,0,10209,3250,0,0,3250,5928,-4239,6275,1808,0.66,88,13677,87
D,1979,9,9/1/1979,13800,13,0,386,127,1670,2183,15996,200,5802,3750,0,9752,3200,0,0,3200,6133,-3516,6784,3044,0.6,81,14326,79
D,1979,9,9/2/1979,14300,14,0,380,132,1690,2202,16516,195,5133,4352,0,9680,3200,0,0,3200,6279,-3279,7139,3636,0.57,78,14826,75
D,1979,9,9/3/1979,14500,12,0,397,114,1760,2271,16783,198,5904,4432,0,10534,3150,0,0,3150,6338,-3973,7292,3099,0.62,82,15023,79
D,1979,9,9/4/1979,14400,8,0,469,94,1670,2233,16641,201,5994,4373,0,10568,3100,0,0,3100,6309,-4041,7231,2973,0.62,82,14971,80
D,1979,9,9/5/1979,14700,7,0,451,104,1640,2195,16902,200,6202,4354,0,10756,3050,0,0,3050,6397,-4147,7456,3096,0.62,82,15262,80
D,1979,9,9/6/1979,14800,7,0,404,122,1560,2086,16893,192,6451,4364,0,11007,3000,0,0,3000,6426,-4445,7541,2886,0.64,83,15333,81
D,1979,9,9/7/1979,15100,7,0,387,30,1570,1987,17094,181,6449,4357,0,10987,2950,0,0,2950,6514,-4403,7767,3157,0.63,82,15524,80
D,1979,9,9/8/1979,15300,6,0,392,143,1750,2285,17591,177,5495,4367,0,10039,2900,0,0,2900,6572,-3067,7922,4652,0.56,74,15841,71
D,1979,9,9/9/1979,15700,5,0,397,137,1880,2414,18119,175,4999,4363,0,9537,2900,0,0,2900,6690,-2318,8203,5682,0.52,69,16239,65
D,1979,9,9/10/1979,15900,5,0,408,157,1910,2475,18380,175,5534,4361,0,10070,2850,0,0,2850,6748,-2700,8359,5460,0.54,70,16470,67
D,1979,9,9/11/1979,15500,6,0,414,135,1770,2319,17825,171,5260,4366,0,9797,2800,0,0,2800,6631,-2667,8091,5228,0.54,71,16055,67
D,1979,9,9/12/1979,15500,6,0,417,137,1700,2254,17760,171,4172,4370,0,8713,2750,0,0,2750,6631,-1615,8105,6297,0.48,65,16060,61
D,1979,9,9/13/1979,15400,7,0,426,115,1610,2151,17558,173,3345,4381,0,7899,2700,0,0,2700,6602,-901,8049,6959,0.44,60,15948,56
D,1979,9,9/14/1979,15100,7,0,449,109,1620,2178,17285,165,2750,4473,0,7388,2650,0,0,2650,6514,-419,7851,7247,0.42,58,15665,54
D,1979,9,9/15/1979,14900,7,0,417,113,1620,2150,17057,169,2460,4473,0,7102,2600,0,0,2600,6455,-187,7724,7355,0.41,57,15437,52
D,1979,9,9/16/1979,15100,7,0,413,138,1660,2211,17318,166,3361,4448,0,7975,2600,0,0,2600,6514,-940,7865,6743,0.45,61,15658,57
D,1979,9,9/17/1979,15100,7,0,428,112,1680,2220,17327,166,3525,4437,0,8128,2550,0,0,2550,6514,-1051,7879,6649,0.46,62,15647,58
D,1979,9,9/18/1979,14900,8,0,428,109,1620,2157,17065,170,3500,4465,0,8135,2500,0,0,2500,6455,-1148,7753,6430,0.47,62,15445,58
D,1979,9,9/19/1979,14600,7,0,428,103,1620,2151,16758,165,3600,4529,0,8294,2450,0,0,2450,6367,-1369,7554,6014,0.49,64,15138,60
D,1979,9,9/20/1979,14500,7,0,425,88,1770,2283,16790,167,4400,4472,0,9039,2450,0,0,2450,6338,-2010,7483,5301,0.53,68,15020,65
D,1979,9,9/21/1979,14400,7,0,433,101,1750,2284,16691,159,4076,4431,0,8666,2400,0,0,2400,6309,-1633,7426,5625,0.51,66,14941,62
D,1979,9,9/22/1979,14500,6,0,430,108,1770,2308,16814,160,5100,4432,0,9692,2350,0,0,2350,6338,-2573,7510,4772,0.57,72,15044,68
D,1979,9,9/23/1979,14300,6,0,431,105,2040,2576,16882,155,5405,4432,0,9992,2350,0,0,2350,6279,-2664,7369,4540,0.58,73,14842,69
D,1979,9,9/24/1979,14300,6,0,426,101,2210,2737,17043,159,5997,4421,0,10577,2300,0,0,2300,6279,-3056,7383,4166,0.61,76,14833,72
D,1979,9,9/25/1979,14000,7,0,428,107,2070,2605,16612,155,4691,4373,0,9219,2250,0,0,2250,6192,-1884,7185,5143,0.55,69,14542,65
D,1979,9,9/26/1979,13200,7,0,434,113,2090,2637,15844,163,4977,4355,0,9495,2250,0,0,2250,5957,-2364,6620,4099,0.59,74,13754,70
D,1979,9,9/27/1979,13100,8,0,444,118,2420,2982,16090,163,5186,4380,0,9729,2200,0,0,2200,5928,-2249,6564,4161,0.59,74,13670,70
D,1979,9,9/28/1979,13200,8,0,440,127,2290,2857,16065,157,4478,4395,0,9030,2200,0,0,2200,5957,-1646,6635,4835,0.55,70,13775,65
D,1979,9,9/29/1979,13200,7,0,460,113,2380,2953,16160,157,4700,4396,0,9253,2150,0,0,2150,5957,-1740,6648,4757,0.56,71,13780,65
D,1979,9,9/30/1979,13700,8,0,455,92,2440,2987,16695,157,4890,4353,0,9400,2150,0,0,2150,6104,-1707,7002,5145,0.55,69,14255,64
W,1979,10,10/1/1979,13200,8,0,458,116,2440,3014,16222,163,4656,4398,0,9217,2150,0,0,2150,5957,-1643,6649,4855,0.56,70,13782,65
W,1979,10,10/2/1979,12600,9,0,481,101,2240,2822,15431,164,3050,4411,0,7625,2100,0,0,2100,5781,-387,6240,5706,0.48,63,13191,57
W,1979,10,10/3/1979,12800,9,0,472,96,2530,3098,15907,164,3535,4381,0,8080,2050,0,0,2050,5840,-475,6395,5777,0.5,64,13377,57
W,1979,10,10/4/1979,12600,9,0,465,98,2820,3383,15992,169,4483,4374,0,9026,2050,0,0,2050,5781,-1194,6254,4916,0.55,69,13172,63
W,1979,10,10/5/1979,12600,8,0,457,103,2720,3280,15888,164,3734,4427,0,8325,2000,0,0,2000,5781,-564,6267,5563,0.51,65,13168,58
W,1979,10,10/6/1979,12500,7,0,453,100,2540,3093,15600,163,3800,4390,0,8353,2000,0,0,2000,5752,-808,6195,5247,0.53,66,13060,60
W,1979,10,10/7/1979,12200,7,0,468,105,2550,3123,15330,161,4235,4412,0,8808,1950,0,0,1950,5664,-1289,5997,4572,0.56,70,12780,64
W,1979,10,10/8/1979,12900,7,0,520,122,2630,3272,16179,163,3785,4378,0,8326,1950,0,0,1950,5869,-453,6492,5903,0.5,64,13549,56
W,1979,10,10/9/1979,12700,8,0,519,112,2530,3161,15869,164,3339,4393,0,7896,1950,0,0,1950,5811,-192,6351,6023,0.49,62,13339,55
W,1979,10,10/10/1979,12500,8,0,508,121,2660,3289,15797,168,3611,4421,0,8200,1900,0,0,1900,5752,-394,6224,5697,0.51,64,13137,57
W,1979,10,10/11/1979,12300,8,0,512,111,2980,3603,15911,159,2217,4396,0,6772,1900,0,0,1900,5693,1289,6083,7239,0.42,55,12931,44
W,1979,10,10/12/1979,12800,7,0,509,123,3080,3712,16519,163,1655,4382,0,6200,1900,0,0,1900,5840,2117,6435,8419,0.37,49,13439,37
W,1979,10,10/13/1979,12900,7,0,515,110,2970,3595,16502,146,3533,4191,0,7870,1900,0,0,1900,5869,359,6506,6732,0.47,59,13532,50
W,1979,10,10/14/1979,12900,7,0,515,116,3050,3681,16588,132,4703,3889,0,8724,1850,682,0,1168,5869,67,6711,6696,0.52,60,13538,51
W,1979,10,10/15/1979,12200,8,0,518,96,3140,3754,15962,136,3189,4131,0,7456,1850,682,0,1168,5664,1203,6217,7338,0.46,54,12822,43
W,1979,10,10/16/1979,11000,9,0,514,85,3430,4029,15038,147,2524,4269,0,6940,1850,682,0,1168,5313,1643,5369,6930,0.45,54,11608,40
W,1979,10,10/17/1979,10600,9,0,514,106,4030,4650,15259,165,2723,3765,0,6653,1850,682,0,1168,5195,2433,5087,7438,0.43,51,11229,34
W,1979,10,10/18/1979,10100,9,0,516,106,3780,4402,14511,174,4090,3774,0,8038,1800,682,0,1118,5049,686,4747,5355,0.54,63,10731,50
W,1979,10,10/19/1979,10100,10,0,569,130,3120,3819,13929,166,3765,3779,0,7710,1800,1426,0,374,5049,915,4956,5845,0.54,58,10809,46
W,1979,10,10/20/1979,10500,10,0,569,137,3080,3786,14296,153,4050,3476,0,7679,1800,2418,0,-618,5166,1675,5517,7235,0.53,49,11216,35
W,1979,10,10/21/1979,11200,9,63,574,109,3120,3866,15075,149,4496,3331,0,7976,1800,3472,0,-1672,5371,2347,6306,8771,0.52,42,11955,27
W,1979,10,10/22/1979,11300,9,133,562,56,2810,3561,14870,154,3756,3303,0,7213,1800,3472,0,-1672,5400,2835,6377,9329,0.47,37,12060,23
W,1979,10,10/23/1979,11500,10,72,544,52,2240,2908,14418,152,2902,3317,0,6371,1750,3472,0,-1722,5459,3116,6533,9769,0.43,32,12178,20
W,1979,10,10/24/1979,10500,10,35,543,26,2540,3144,13654,145,4715,3311,0,8171,1750,2046,0,-296,5166,332,5427,5779,0.59,58,11114,48
W,1979,10,10/25/1979,12400,20,31,576,144,2690,3441,15861,134,5432,3337,0,8903,1750,1612,0,138,5723,171,6658,6820,0.55,57,13171,48
W,1979,10,10/26/1979,13500,10,61,614,45,2740,3460,16970,134,3699,3315,0,7148,1750,4402,0,-2652,6045,4081,8208,12474,0.41,26,14230,12
W,1979,10,10/27/1979,15500,9,71,595,25,2700,3391,18900,124,4307,3316,0,7747,1750,4402,0,-2652,6631,3998,9621,13805,0.4,27,16200,15
W,1979,10,10/28/1979,18300,9,76,600,14,2600,3290,21599,129,4817,3447,0,8393,1750,4402,0,-2652,7451,4072,11601,15858,0.38,27,18999,17
W,1979,10,10/29/1979,16500,9,38,947,11,2380,3376,19885,136,3747,3300,0,7183,1700,4402,0,-2702,6924,4874,10342,15404,0.35,23,17505,12
W,1979,10,10/30/1979,14300,9,22,810,11,1990,2833,17142,136,2680,3294,0,6110,1700,3844,0,-2144,6279,4396,8630,13176,0.35,23,15152,13
W,1979,10,10/31/1979,12900,9,15,674,17,2370,3076,15985,136,3165,3897,0,7198,1700,0,0,1700,5869,642,6564,7087,0.44,56,13615,48
W,1979,11,11/1/1979,12000,9,10,686,10,2560,3266,15275,135,3161,3740,0,7036,1700,0,0,1700,5606,731,5927,6539,0.45,57,12715,49
W,1979,11,11/2/1979,11500,9,7,680,11,2700,3398,14907,132,3093,3831,0,7056,1700,0,0,1700,5459,696,5574,6151,0.46,59,12207,50
W,1979,11,11/3/1979,11600,13,8,789,103,2770,3670,15283,128,4143,3819,0,8090,1700,434,0,1266,5488,245,5771,5927,0.52,61,12513,53
W,1979,11,11/4/1979,12400,10,11,829,49,2780,3669,16079,125,4867,3853,0,8845,1700,3472,0,-1772,5723,1699,7183,9006,0.54,44,13299,32
W,1979,11,11/5/1979,12500,9,47,826,34,2480,3387,15896,125,5035,3827,0,8987,1700,3596,0,-1896,5752,1384,7288,8805,0.56,45,13416,34
W,1979,11,11/6/1979,13700,9,81,822,39,2140,3082,16791,121,5037,3856,0,9014,1700,3596,0,-1896,6104,1405,8136,9673,0.53,42,14651,34
W,1979,11,11/7/1979,14400,9,53,824,21,2130,3028,17437,122,4264,3122,0,7508,1700,3596,0,-1896,6309,3062,8631,11825,0.42,32,15307,23
W,1979,11,11/8/1979,14500,9,31,824,20,2270,3145,17654,119,3831,2275,0,6225,1650,3162,0,-1512,6338,4241,8594,12941,0.35,27,15384,16
W,1979,11,11/9/1979,14200,10,22,821,16,2390,3249,17459,124,3499,2283,0,5906,1650,124,0,1526,6250,2601,7533,10027,0.33,43,15069,33
W,1979,11,11/10/1979,14100,9,17,680,15,2230,2942,17051,105,4043,311,0,4459,1650,0,0,1650,6221,3631,7426,10942,0.26,36,14821,26
W,1979,11,11/11/1979,13700,9,13,652,10,2210,2885,16594,105,4293,0,0,4398,1650,0,0,1650,6104,3518,7143,10546,0.26,36,14384,27
W,1979,11,11/12/1979,13300,9,15,648,7,2190,2860,16169,110,3613,0,0,3723,1650,0,0,1650,5986,4051,6861,10796,0.22,33,13979,23
W,1979,11,11/13/1979,12800,10,15,638,8,2120,2781,15591,111,4102,0,0,4213,1650,0,0,1650,5840,3335,6508,9728,0.26,38,13471,28
W,1979,11,11/14/1979,12300,10,14,495,6,2090,2605,14915,110,4841,0,0,4951,1650,0,0,1650,5693,2275,6155,8314,0.32,44,12825,35
W,1979,11,11/15/1979,12100,11,11,459,5,2160,2635,14746,108,5368,0,0,5476,1700,0,0,1700,5635,1689,6000,7570,0.36,49,12586,40
W,1979,11,11/16/1979,12000,11,9,453,17,2240,2719,14730,112,5335,0,0,5447,1700,0,0,1700,5606,1773,5929,7583,0.36,49,12490,39
W,1979,11,11/17/1979,12300,13,16,470,35,2300,2821,15134,98,5684,0,0,5782,1700,2356,0,-656,5693,3158,6804,10008,0.38,34,12834,22
W,1979,11,11/18/1979,13700,12,63,452,76,2280,2871,16583,102,5080,0,0,5182,1700,2356,0,-656,6104,4219,7792,12057,0.31,27,14303,16
W,1979,11,11/19/1979,18400,10,123,447,32,2340,2942,21352,105,5280,0,0,5385,1700,2356,0,-656,7481,5465,11113,16623,0.25,22,19012,13
W,1979,11,11/20/1979,20500,9,82,448,16,2320,2866,23375,102,5249,0,0,5351,1750,2356,0,-606,8096,6005,12583,18630,0.22,20,21055,12
W,1979,11,11/21/1979,18900,10,54,444,10,2330,2838,21748,109,5412,0,0,5521,1750,2356,0,-606,7627,5338,11453,16833,0.25,23,19418,13
W,1979,11,11/22/1979,17000,9,40,445,15,2340,2840,19849,102,5519,0,0,5621,1750,0,0,1750,7071,3153,9448,12478,0.28,37,17509,29
W,1979,11,11/23/1979,16100,11,35,446,9,2320,2810,18921,106,5306,0,0,5412,1750,1240,0,510,6807,3874,9161,12999,0.28,31,16601,22
W,1979,11,11/24/1979,15800,9,35,445,7,2240,2727,18536,105,5397,0,0,5502,1750,1240,0,510,6719,3612,8947,12524,0.29,32,16296,23
W,1979,11,11/25/1979,16800,9,41,445,9,2280,2775,19584,105,5077,0,0,5182,1800,1364,0,436,7012,4321,9675,13966,0.26,29,17304,19
W,1979,11,11/26/1979,18500,9,66,446,11,2310,2833,21342,114,4791,0,0,4905,1800,3534,0,-1734,7510,6565,11485,18171,0.22,15,19032,5
W,1979,11,11/27/1979,20700,9,162,441,10,2250,2863,23572,108,4489,0,0,4597,1850,3534,0,-1684,8155,7515,13026,20659,0.19,12,21322,3
W,1979,11,11/28/1979,21400,9,168,440,8,2270,2886,24295,101,4860,0,0,4961,1900,2294,0,-394,8360,6541,13159,19728,0.2,19,22025,10
W,1979,11,11/29/1979,20300,9,113,438,7,2220,2778,23087,103,5217,0,0,5320,1900,2294,0,-394,8037,5751,12382,18161,0.23,21,20867,13
W,1979,11,11/30/1979,18500,8,91,436,8,2340,2875,21383,98,5553,0,0,5651,1950,2170,0,-220,7510,4877,11060,15952,0.26,25,19043,16
W,1979,12,12/1/1979,17200,7,81,436,9,2370,2896,20103,93,5553,0,0,5646,2000,0,0,2000,7129,3079,9518,12457,0.28,38,17733,30
W,1979,12,12/2/1979,16300,7,71,436,8,2370,2885,19192,82,5818,0,0,5900,2000,0,0,2000,6865,2550,8882,11292,0.3,41,16822,33
W,1979,12,12/3/1979,16000,7,61,436,7,2310,2814,18821,93,5191,0,0,5284,2000,0,0,2000,6778,3008,8669,11537,0.28,39,16511,30
W,1979,12,12/4/1979,15600,9,54,434,7,2160,2655,18264,87,5118,0,0,5205,2050,0,0,2050,6660,2777,8375,11009,0.28,40,16104,32
W,1979,12,12/5/1979,15300,10,47,388,7,2110,2552,17862,84,5513,0,0,5597,2100,0,0,2100,6572,2162,8150,10165,0.31,43,15752,35
W,1979,12,12/6/1979,14900,10,43,365,7,2140,2555,17465,82,5497,0,0,5579,2100,0,0,2100,6455,2066,7867,9786,0.31,44,15325,36
W,1979,12,12/7/1979,14700,10,39,362,24,2140,2565,17275,78,5608,0,0,5686,2150,0,0,2150,6397,1879,7711,9439,0.32,45,15135,38
W,1979,12,12/8/1979,14400,10,35,362,31,2120,2548,16958,73,5262,0,0,5335,2150,0,0,2150,6309,2125,7499,9473,0.31,44,14838,36
W,1979,12,12/9/1979,14700,9,34,361,24,2100,2519,17228,71,5033,0,0,5104,2150,0,0,2150,6397,2415,7710,9974,0.29,42,15128,34
W,1979,12,12/10/1979,14800,9,32,361,23,2060,2476,17285,75,4989,0,0,5064,2200,0,0,2200,6426,2408,7767,10021,0.29,42,15225,34
W,1979,12,12/11/1979,14500,9,30,360,23,1990,2403,16912,74,4445,0,0,4519,2200,0,0,2200,6338,2792,7555,10193,0.26,40,14922,32
W,1979,12,12/12/1979,14200,10,30,362,12,2040,2444,16654,77,4842,0,0,4919,2200,0,0,2200,6250,2345,7344,9535,0.29,43,14614,35
W,1979,12,12/13/1979,14000,10,28,352,7,2080,2467,16477,77,4893,0,0,4970,2200,0,0,2200,6192,2259,7202,9307,0.3,44,14397,35
W,1979,12,12/14/1979,13800,10,25,343,6,2090,2464,16274,81,5611,0,0,5692,2200,0,0,2200,6133,1475,7061,8382,0.34,48,14184,41
W,1979,12,12/15/1979,13700,10,24,341,3,2090,2458,16168,89,6352,0,0,6441,2200,0,0,2200,6104,691,6990,7527,0.39,53,14078,47
W,1979,12,12/16/1979,13900,10,23,340,3,2110,2476,16386,77,6692,0,0,6769,2200,0,0,2200,6162,439,7132,7417,0.41,55,14276,48
W,1979,12,12/17/1979,14000,10,25,340,4,2130,2499,16509,89,6557,0,0,6646,2200,0,0,2200,6192,615,7202,7663,0.4,54,14379,47
W,1979,12,12/18/1979,13900,10,26,340,6,2140,2512,16422,89,6940,0,0,7029,2150,0,0,2150,6162,247,7146,7243,0.42,56,14282,49
W,1979,12,12/19/1979,14300,12,26,341,44,2260,2671,16983,88,6567,0,0,6655,2150,310,0,1840,6279,1099,7518,8488,0.39,50,14723,42
W,1979,12,12/20/1979,14800,13,25,342,18,2450,2835,17648,80,6518,0,0,6598,2150,1426,0,724,6426,2193,8184,10326,0.37,41,15198,32
W,1979,12,12/21/1979,14800,13,25,346,14,2580,2965,17778,84,6745,0,0,6829,2100,2914,0,-814,6426,3091,8615,11763,0.38,34,15198,23
W,1979,12,12/22/1979,15900,12,34,342,13,3030,3419,19331,82,5996,0,0,6078,2100,4216,0,-2116,6748,5465,9756,15369,0.31,20,16301,6
W,1979,12,12/23/1979,16500,23,99,351,227,3150,3827,20350,79,5976,0,0,6055,2050,4216,0,-2166,6924,6104,10205,16461,0.29,19,17200,4
W,1979,12,12/24/1979,17500,49,124,401,152,2970,3647,21196,66,6924,0,0,6990,2050,9796,0,-7746,7217,8909,12501,21952,0.33,-4,18226,-20
W,1979,12,12/25/1979,25800,3043,860,391,546,3010,4807,33650,66,6035,0,0,6101,2000,15066,0,-13066,7134,14333,25367,40615,0.18,-21,33653,-21
W,1979,12,12/26/1979,39800,4438,1130,365,650,3290,5435,49673,77,5825,0,0,5902,2000,13950,0,-11950,6122,13422,41462,55721,0.12,-12,49327,-13
W,1979,12,12/27/1979,43000,4139,500,384,224,3010,4118,51257,79,5518,0,0,5597,1950,12648,0,-10698,6548,12022,43586,56358,0.11,-10,50905,-11
W,1979,12,12/28/1979,45500,4115,280,352,113,3060,3805,53420,71,6226,0,0,6297,1950,12648,0,-10698,6880,11341,45730,57821,0.12,-8,53036,-9
W,1979,12,12/29/1979,43100,4113,197,349,67,3280,3893,51106,73,6865,0,0,6938,1900,6758,0,-4858,6561,6674,42012,49026,0.13,4,47826,-3
W,1979,12,12/30/1979,37700,4144,159,356,74,3350,3939,45783,71,6994,0,0,7065,1850,1798,0,52,5843,2683,35986,38666,0.15,16,42433,9
W,1979,12,12/31/1979,35300,4216,225,372,169,3100,3866,43382,70,6613,0,0,6683,1800,0,0,1800,5523,1536,33489,34899,0.15,20,40282,13
W,1980,1,1/1/1980,38700,4751,1640,366,648,2960,5614,49065,66,6459,0,0,6525,1700,2914,0,-1214,5976,5854,37815,43754,0.13,11,46105,5
W,1980,1,1/2/1980,42300,4703,1100,350,370,3000,4820,51823,75,6520,0,0,6595,1650,2914,0,-1264,6454,5501,40903,46492,0.13,10,48823,5
W,1980,1,1/3/1980,42400,4398,605,444,198,3100,4347,51145,71,6294,0,0,6365,1600,2914,0,-1314,6468,5304,40698,46094,0.12,10,48045,4
W,1980,1,1/4/1980,40700,4126,439,498,137,4200,5274,50100,71,6548,0,0,6619,1550,2914,0,-1364,6242,5784,38966,44845,0.13,10,45900,2
W,1980,1,1/5/1980,37700,3624,348,503,103,4790,5744,47068,64,6347,0,0,6411,1500,1488,0,12,5843,5168,35478,40645,0.13,14,42278,4
W,1980,1,1/6/1980,35400,2344,295,504,80,4950,5829,43573,65,6550,0,0,6615,1450,0,0,1450,5537,3808,31801,35508,0.15,19,38623,8
W,1980,1,1/7/1980,33400,1335,258,506,67,4640,5471,40206,72,6352,0,0,6424,1400,0,0,1400,5271,3408,29072,32382,0.16,19,35566,9
W,1980,1,1/8/1980,31900,15,235,508,67,3960,4770,36685,62,6046,0,0,6108,1400,0,0,1400,5071,2823,26452,29177,0.16,20,32725,11
W,1980,1,1/9/1980,30800,24,244,527,197,4610,5578,36402,62,5860,0,0,5922,1350,2108,0,-758,4925,5074,26111,31238,0.16,14,31792,2
W,1980,1,1/10/1980,31200,18,1860,565,1072,4910,8407,39625,58,5095,0,0,5153,1300,5146,0,-3846,4978,10732,27317,38318,0.13,3,37010,-4
W,1980,1,1/11/1980,32600,347,2500,682,2591,5490,11263,44210,54,5129,0,0,5183,1300,11470,0,-10170,5164,17855,30631,49197,0.12,-11,42167,-17
W,1980,1,1/12/1980,36900,2870,4840,1040,7900,6700,20480,60250,53,7207,0,0,7260,1250,15624,0,-14374,5736,28299,38059,67364,0.12,-12,58051,-16
W,1980,1,1/13/1980,67900,7612,8140,2120,5291,8330,23881,99393,52,6847,0,0,6899,1250,15810,0,-14560,9859,36305,69730,107054,0.07,-8,96163,-11
W,1980,1,1/14/1980,94200,56720,16200,2800,15208,9600,43808,194728,57,6937,0,0,6994,1200,17732,0,-16532,13357,60917,142192,204266,0.04,-5,190968,-7
W,1980,1,1/15/1980,94600,142149,8230,3440,8233,11600,31503,268252,60,6590,0,0,6650,1200,16182,0,-14982,13410,48001,227534,276584,0.02,-3,262959,-5
W,1980,1,1/16/1980,91900,173714,5500,3670,10438,14000,33608,299222,61,7013,0,0,7074,1150,10974,0,-9824,13051,45971,255314,301972,0.02,-1,291596,-4
W,1980,1,1/17/1980,86700,184256,5070,3740,8787,15200,32797,303753,57,6872,0,0,6929,1150,7564,0,-6414,12360,42397,260392,303238,0.02,0,294835,-3
W,1980,1,1/18/1980,85000,175811,7950,3790,10150,15900,37790,298601,55,6015,0,0,6070,1100,11222,0,-10122,12134,50433,251511,302653,0.02,-1,289784,-4
W,1980,1,1/19/1980,78800,132557,5000,3840,5524,17100,31464,242821,52,6592,0,0,6644,1100,7192,0,-6092,11309,40088,201754,242269,0.03,0,232620,-4
W,1980,1,1/20/1980,77500,97053,2800,3850,4724,18100,29474,204027,45,6455,0,0,6500,1100,5704,0,-4604,11136,37102,164706,202131,0.03,1,192953,-5
W,1980,1,1/21/1980,75700,67102,2050,3860,4637,19000,29547,172349,57,6159,0,0,6216,1050,4588,0,-3538,10897,36528,132896,169671,0.04,2,160530,-6
W,1980,1,1/22/1980,72300,48064,1580,3860,4594,19800,29834,150198,57,5923,0,0,5980,1050,3844,0,-2794,10444,36114,110702,147012,0.04,2,137747,-7
W,1980,1,1/23/1980,70000,39099,1290,3850,4156,20900,30196,139295,62,5815,0,0,5877,1000,0,0,1000,10139,33808,98680,132418,0.04,5,125560,-5
W,1980,1,1/24/1980,69200,33573,1170,3810,5131,21900,32011,134784,58,5472,0,0,5530,1000,0,0,1000,10032,35863,92461,128254,0.04,5,120399,-7
W,1980,1,1/25/1980,68400,28246,1100,3860,2248,22500,29708,126354,57,6299,0,0,6356,1000,0,0,1000,9926,32628,86440,118998,0.05,6,111579,-7
W,1980,1,1/26/1980,66400,19888,1010,3860,947,23000,28817,115105,55,6205,0,0,6260,1000,0,0,1000,9660,31567,76348,107845,0.05,6,100005,-8
W,1980,1,1/27/1980,64000,8930,918,3860,587,23500,28865,101795,56,7221,0,0,7277,950,0,0,950,9341,30312,63323,93568,0.07,8,86378,-8
W,1980,1,1/28/1980,61000,6260,919,3860,513,23500,28792,96052,58,6097,0,0,6155,950,186,0,764,8942,31082,58104,89133,0.06,7,80662,-11
W,1980,1,1/29/1980,57400,4820,1010,3860,495,23300,28665,90885,39,6107,0,0,6146,950,186,0,764,8463,30485,53543,83975,0.07,8,75625,-11
W,1980,1,1/30/1980,53800,3049,879,3800,471,22800,27950,84799,57,6317,0,0,6374,950,186,0,764,7984,29063,48651,77661,0.07,8,69864,-11
W,1980,1,1/31/1980,48900,2569,778,3660,438,21800,26676,78145,56,6267,0,0,6323,900,186,0,714,7332,27221,43937,71108,0.08,9,63868,-11
W,1980,2,2/1/1980,44800,2239,721,3550,405,21300,25976,73015,59,6437,1051,0,7547,900,186,0,714,6787,24752,40052,64754,0.1,11,59063,-10
W,1980,2,2/2/1980,41600,2048,677,3370,373,21100,25520,69168,52,6454,1708,0,8214,900,0,0,900,6361,23082,37035,60054,0.12,13,55318,-9
W,1980,2,2/3/1980,38900,1565,648,3170,347,20700,24865,65330,51,6212,905,0,7168,900,0,0,900,6002,23114,34211,57262,0.11,12,51740,-11
W,1980,2,2/4/1980,36500,1113,628,2950,329,19800,23707,61320,57,6397,0,0,6454,900,0,0,900,5683,22351,31678,53966,0.1,12,48315,-12
W,1980,2,2/5/1980,34700,12,612,2710,262,18700,22284,56996,57,6440,495,0,6992,900,0,0,900,5444,20151,29016,49104,0.12,14,44706,-10
W,1980,2,2/6/1980,33200,12,602,2410,203,17600,20815,54027,60,4757,1150,0,5967,900,0,0,900,5244,19507,27716,47160,0.11,13,42452,-11
W,1980,2,2/7/1980,30700,12,589,2140,195,16500,19424,50136,59,4883,2518,0,7460,900,0,0,900,4912,16291,25548,41776,0.15,17,39276,-6
W,1980,2,2/8/1980,28000,12,581,1870,220,15200,17871,45883,58,4654,3117,0,7829,900,0,0,900,4553,14010,23207,37154,0.17,19,35868,-4
W,1980,2,2/9/1980,26900,12,551,1820,172,14000,16543,43455,56,4245,3113,0,7414,900,0,0,900,4406,12950,22254,35141,0.17,19,34220,-3
W,1980,2,2/10/1980,26000,12,519,1410,158,12800,14887,40899,56,5646,3121,0,8823,850,0,0,850,4287,9798,21487,31226,0.21,24,32452,4
W,1980,2,2/11/1980,25300,12,499,1250,160,11900,13809,39121,54,5733,3112,0,8899,850,0,0,850,4193,8551,20881,29372,0.23,25,31259,6
W,1980,2,2/12/1980,24300,13,483,1170,134,11300,13087,37400,62,3904,3405,0,7371,850,0,0,850,4060,9223,20015,29179,0.2,22,29928,3
