Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2021,9,2021-09-11,7780,35,0,24,195,341,560,8375,42,296,1904,112,2355,2714,458,0,2256,4550,1289,2634,3765,0.25,55,8034,53,88.72
2021,9,2021-09-12,7640,35,0,25,181,400,606,8281,36,290,1899,81,2306,2663,458,0,2205,4380,1247,2677,3769,0.25,54,7881,52,88.68
2021,9,2021-09-13,7580,36,0,26,170,411,607,8223,40,295,1904,60,2299,2640,458,0,2182,3144,33,3861,3741,0.26,55,7812,52,88.65
2021,9,2021-09-14,7540,36,0,26,149,377,552,8129,47,343,1897,57,2345,2575,458,0,2117,2450.2,-718,4533,3667,0.27,55,7752,53,88.63
2021,9,2021-09-15,7490,37,0,25,143,432,600,8127,58,340,2552,51,3002,2549,0,0,2549,2440.02,-1619,4373,2576,0.35,68,7695,67,88.85
2021,9,2021-09-16,7590,38,0,26,152,465,643,8271,58,349,2554,43,3005,2540,0,0,2540,2720,-1293,4197,2727,0.34,67,7806,65,89.01
2021,9,2021-09-17,7670,40,0,28,160,482,670,8380,76,394,2547,72,3089,2511,0,0,2511,4050,0,2957,2780,0.35,67,7898,65,89.16
2021,9,2021-09-18,7730,41,0,29,161,474,664,8435,75,389,2550,88,3101,2459,0,0,2459,4640,604,2443,2875,0.34,66,7961,64,89.27
2021,9,2021-09-19,7910,41,0,29,157,519,705,8656,78,389,2704,69,3241,2412,0,0,2412,4490,387,2785,3004,0.35,65,8137,63,89.35
2021,9,2021-09-20,7750,39,0,30,153,493,676,8465,61,396,2701,57,3215,2426,0,0,2426,3320,-796,3790,2824,0.36,67,7972,65,89.46
2021,9,2021-09-21,7520,38,0,28,153,427,608,8166,79,389,2708,40,3216,2377,0,0,2377,2603.8,-1549,4288,2573,0.38,68,7739,67,89.63
2021,9,2021-09-22,7340,38,0,28,141,418,587,7965,78,385,2704,60,3228,2327,0,0,2327,2550.04,-1603,4176,2411,0.38,70,7547,68,89.83
2021,9,2021-09-23,7490,38,3,28,135,344,510,8039,77,489,2702,25,3293,2306,0,0,2306,2633,-1648,4250,2440,0.39,70,7695,68,90.01
2021,9,2021-09-24,7390,39,6,28,142,304,480,7909,78,492,2703,56,3330,2253,0,0,2253,3660,-655,3138,2326,0.4,71,7605,69,90.22
2021,9,2021-09-25,7280,39,6,27,156,317,505,7825,77,491,2701,53,3322,2205,0,0,2205,4440,191,2262,2298,0.4,71,7508,69,90.42
2021,9,2021-09-26,7220,40,5,27,164,340,536,7796,76,490,2702,56,3323,2213,0,0,2213,4200,-26,2440,2260,0.4,71,7456,70,90.62
2021,9,2021-09-27,7240,41,5,28,159,330,522,7803,78,490,2700,55,3322,2162,0,0,2162,3070,-1136,3606,2319,0.4,70,7473,69,90.79
2021,9,2021-09-28,7630,41,5,28,140,285,458,8129,94,398,2685,43,3219,2157,0,0,2157,2247.5,-1915,4820,2754,0.37,66,7844,65,90.84
2021,9,2021-09-29,7520,41,5,29,126,278,438,7999,102,399,1746,36,2284,2106,0,0,2106,2428,-786,4544,3610,0.26,55,7721,53,90.71
2021,9,2021-09-30,7500,42,6,45,118,297,466,8008,99,796,797,45,1737,2074,0,0,2074,3760,1141,3202,4197,0.19,48,7711,46,90.5
